title,authors,year,venue,doi,abstract,source_url,discovery_source,discovery_query,inclusion_path,citation_count,reference_count,affiliations,candidate_id,scored_at,is_preprint,venue_score,citation_score,institution_score,institution_bonus,relevance_score,total_quality_score,review_reason,recommended_action
"Fake news research trends, linkages to generative artificial intelligence and sustainable development goals",Raghu Raman; Vinith Kumar Nair; Prema Nedungadi; Adıtya Kumar Sahu; Robin M. Kowalski; Sasangan Ramanathan; Krishnashree Achuthan,2024.0,Heliyon,10.1016/j.heliyon.2024.e24727,,https://doi.org/10.1016/j.heliyon.2024.e24727,OpenAlex citation chain,Fake news detection within online social media using supervised artificial intelligence algorithms,forward chaining,63.0,88.0,,9094,2026-04-28T15:13:06.340854+00:00,False,40.0,90.11,20.0,0.0,25.0,56.3,Quality uncertain or moderate,human review
Exploring fake news awareness and trust in the age of social media among university student TikTok users,Duong Hoai Lan; Tran Minh Tung,2024.0,Cogent Social Sciences,10.1080/23311886.2024.2302216,,https://doi.org/10.1080/23311886.2024.2302216,OpenAlex citation chain,Fake news detection within online social media using supervised artificial intelligence algorithms,forward chaining,45.0,142.0,,9096,2026-04-28T15:13:06.340854+00:00,False,40.0,82.96,20.0,0.0,25.0,53.43,Quality uncertain or moderate,human review
Cybercrime in America amid COVID-19: the Initial Results from a Natural Experiment,James E.Hawdon; Katalin Parti; Thomas E. Dearden,2020.0,American Journal of Criminal Justice,10.1007/s12103-020-09534-4,,https://doi.org/10.1007/s12103-020-09534-4,OpenAlex citation chain,Applying Routine Activity Theory to Cybercrime: A Theoretical and Empirical Analysis,forward chaining,128.0,55.0,,9118,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
"Survey of intrusion detection systems: techniques, datasets and challenges",Ansam Khraisat; Iqbal Gondal; Peter Vamplew; Joarder Kamruzzaman,2019.0,Cybersecurity,10.1186/s42400-019-0038-7,,https://doi.org/10.1186/s42400-019-0038-7,OpenAlex citation chain,Data Mining and Machine Learning in Cybersecurity,forward chaining,1771.0,117.0,,9121,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
Machine LearningTechniquesfor Detection of Website Phishing: A Review for Promises and Challenges,Ammar Odeh; Ismail Keshta; Eman Abdelfattah,2021.0,,10.1109/ccwc51732.2021.9375997,,https://doi.org/10.1109/ccwc51732.2021.9375997,OpenAlex citation chain,Data Mining and Machine Learning in Cybersecurity,forward chaining,59.0,40.0,,9127,2026-04-28T15:13:06.340854+00:00,False,20.0,88.72,20.0,0.0,25.0,48.74,Quality uncertain or moderate,human review
SI-BBA – A novel phishing website detection based on Swarm intelligence with deep learning,Parvathapuram Pavan Kumar; T. Jaya; V. Rajendran,2021.0,Materials Today Proceedings,10.1016/j.matpr.2021.07.178,,https://doi.org/10.1016/j.matpr.2021.07.178,OpenAlex citation chain,Data Mining and Machine Learning in Cybersecurity,forward chaining,43.0,38.0,,9128,2026-04-28T15:13:06.340854+00:00,False,40.0,82.0,20.0,0.0,25.0,53.05,Quality uncertain or moderate,human review
A Comparative Analysis of Machine Learning Techniques for Cyberbullying Detection on Twitter,Amgad Muneer; Suliman Mohamed Fati,2020.0,Future Internet,10.3390/fi12110187,,https://doi.org/10.3390/fi12110187,OpenAlex citation chain,Cybercrime detection in online communications: The experimental case of cyberbullying detection in the Twitter network,forward chaining,198.0,117.0,,9190,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
Deep Learning Approaches for Cyberbullying Detection and Classification on Social Media,S. Neelakandan; M. Sridevi; Saravanan Chandrasekaran; K. Murugeswari; Aditya Kumar Singh Pundir; R Sridevi; Bheema Lingaiah Thamineni,2022.0,Computational Intelligence and Neuroscience,10.1155/2022/2163458,,https://doi.org/10.1155/2022/2163458,OpenAlex citation chain,Cybercrime detection in online communications: The experimental case of cyberbullying detection in the Twitter network,forward chaining,70.0,34.0,,9196,2026-04-28T15:13:06.340854+00:00,False,40.0,92.36,20.0,0.0,25.0,57.2,Quality uncertain or moderate,human review
A Survey on malware analysis and mitigation techniques,S. Sibi Chakkaravarthy; D. Sangeetha; V. Vaidehi,2019.0,Computer Science Review,10.1016/j.cosrev.2019.01.002,,https://doi.org/10.1016/j.cosrev.2019.01.002,OpenAlex citation chain,A Study on Advanced Persistent Threats,forward chaining,214.0,148.0,,9201,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
Advanced Persistent Threats (APT)-Attribution-MICTIC Framework Extension,Pedro Ramos Brandão,2021.0,Journal of Computer Science,10.3844/jcssp.2021.470.479,,https://doi.org/10.3844/jcssp.2021.470.479,OpenAlex citation chain,A Study on Advanced Persistent Threats,forward chaining,8.0,42.0,,9206,2026-04-28T15:13:06.340854+00:00,False,40.0,47.61,20.0,0.0,62.5,48.67,Quality uncertain or moderate,human review
"AI-driven fusion with cybersecurity: Exploring current trends, advanced techniques, future directions, and policy implications for evolving paradigms– A comprehensive review",Sijjad Ali; Jia Wang; Victor Chung Ming Leung,2025.0,Information Fusion,10.1016/j.inffus.2024.102922,,https://doi.org/10.1016/j.inffus.2024.102922,OpenAlex citation chain,Data-Driven Cybersecurity Incident Prediction: A Survey,forward chaining,32.0,240.0,,9233,2026-04-28T15:13:06.340854+00:00,False,40.0,75.76,20.0,0.0,37.5,53.68,Quality uncertain or moderate,human review
"Generative AI for cyber threat intelligence: applications, challenges, and analysis of real-world case studies",Prasasthy Balasubramanian; Sonali Liyana; Hamsini Sankaran; Shambavi Sivaramakrishnan; Sruthi Pusuluri; Susanna Pirttikangas; Ella Peltonen,2025.0,Artificial Intelligence Review,10.1007/s10462-025-11338-z,,https://doi.org/10.1007/s10462-025-11338-z,OpenAlex citation chain,Data-Driven Cybersecurity Incident Prediction: A Survey,forward chaining,18.0,237.0,,9235,2026-04-28T15:13:06.340854+00:00,False,40.0,63.8,20.0,0.0,25.0,45.77,Quality uncertain or moderate,human review
Artificial intelligence and increasing misinformation,Scott Monteith; Tasha Glenn; John Geddes; Peter C. Whybrow; Eric D. Achtyes; Michael Bauer,2023.0,The British Journal of Psychiatry,10.1192/bjp.2023.136,,https://doi.org/10.1192/bjp.2023.136,OpenAlex citation chain,Generative Language Models and Automated Influence Operations: Emerging Threats and Potential Mitigations,forward chaining,158.0,3.0,,9294,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
"Misinformation, Disinformation, and Online Propaganda",Andrew M. Guess; Benjamin Lyons,2020.0,Cambridge University Press eBooks,10.1017/9781108890960.003,,https://doi.org/10.1017/9781108890960.003,OpenAlex citation chain,Online Political Microtargeting: Promises and Threats for Democracy,forward chaining,246.0,820.0,,9299,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
"Cyber-attacks in the next-generation cars, mitigation techniques, anticipated readiness and future directions",Shah Khalid Khan; Nirajan Shiwakoti; Peter Stasinopoulos; Yilun Chen,2020.0,Accident Analysis & Prevention,10.1016/j.aap.2020.105837,,https://doi.org/10.1016/j.aap.2020.105837,OpenAlex citation chain,Gender difference and employees' cybersecurity behaviors,forward chaining,156.0,150.0,,9309,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
Prevention of Phishing Attacks Using AI-Based Cybersecurity Awareness Training,Meraj Farheen Ansari; Pawan K. Sharma; Bibhu Dash,2022.0,International Journal of Smart Sensor and Adhoc Network,10.47893/ijssan.2022.1221,,https://doi.org/10.47893/ijssan.2022.1221,OpenAlex citation chain,Gender difference and employees' cybersecurity behaviors,forward chaining,172.0,22.0,,9310,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
MACHINE LEARNING ALGORITHMS FOR DETECTION OF CYBER THREATS USING LOGISTIC REGRESSION,Hari Gonaygunta,2023.0,International Journal of Smart Sensor and Adhoc Network,10.47893/ijssan.2023.1229,,https://doi.org/10.47893/ijssan.2023.1229,OpenAlex citation chain,Gender difference and employees' cybersecurity behaviors,forward chaining,26.0,12.0,,9312,2026-04-28T15:13:06.340854+00:00,False,40.0,71.41,20.0,0.0,25.0,48.82,Quality uncertain or moderate,human review
Keeping customers' data secure: A cross-cultural study of cybersecurity compliance among the Gen-Mobile workforce,Nisreen Ameen; Ali Tarhini; Mahmood Shah; Nnamdi O. Madichie; Justin Paul; Jyoti Choudrie,2020.0,Computers in Human Behavior,10.1016/j.chb.2020.106531,,https://doi.org/10.1016/j.chb.2020.106531,OpenAlex citation chain,Scaling the Security Wall: Developing a Security Behavior Intentions Scale (SeBIS),forward chaining,116.0,131.0,,9319,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
The influence of social education level on cybersecurity awareness and behaviour: a comparative study of university students and working graduates,Wilson Cheong Hin Hong; Chunyang Chi; Jia Liu; Yunfeng Zhang; Vivian Ngan-Lin Lei; Xiaoshu Xu,2022.0,Education and Information Technologies,10.1007/s10639-022-11121-5,,https://doi.org/10.1007/s10639-022-11121-5,OpenAlex citation chain,Scaling the Security Wall: Developing a Security Behavior Intentions Scale (SeBIS),forward chaining,74.0,62.0,,9326,2026-04-28T15:13:06.340854+00:00,False,40.0,93.55,20.0,0.0,25.0,57.67,Quality uncertain or moderate,human review
Managing cyber risk in supply chains: a review and research agenda,Abhijeet Ghadge; Maximilian Weiß; Nigel Caldwell; Richard Wilding,2019.0,Supply Chain Management An International Journal,10.1108/scm-10-2018-0357,,https://doi.org/10.1108/scm-10-2018-0357,OpenAlex citation chain,On the definition and classification of cybercrime,forward chaining,182.0,83.0,,9344,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
Behavioral analysis of cybercrime: Paving the way for effective policing strategies,G. Sarkar; Sandeep K. Shukla,2023.0,Journal of Economic Criminology,10.1016/j.jeconc.2023.100034,,https://doi.org/10.1016/j.jeconc.2023.100034,OpenAlex citation chain,On the definition and classification of cybercrime,forward chaining,74.0,83.0,,9347,2026-04-28T15:13:06.340854+00:00,False,40.0,93.55,20.0,0.0,12.5,54.55,Quality uncertain or moderate,human review
A comprehensive survey on deep learning based malware detection techniques,M. A. Gopinath; Sibi Chakkaravarthy Sethuraman,2022.0,Computer Science Review,10.1016/j.cosrev.2022.100529,,https://doi.org/10.1016/j.cosrev.2022.100529,OpenAlex citation chain,Detection of advanced persistent threat using machine-learning correlation analysis,forward chaining,250.0,334.0,,9379,2026-04-28T15:13:06.340854+00:00,False,40.0,100.0,20.0,0.0,12.5,57.12,Quality uncertain or moderate,human review
Evaluating and Securing Power Systems against Vulnerabilities Introduced by Large Language Models,Manpo Li; Xuerui Yang; Xiaochen Yang; Shugui Zhang,2026.0,Informatica,10.31449/inf.v50i11.9604,"An exciting new direction for improving operational efficiency and decision-making is the use of Large Language Modeling (LLMs) to contemporary power systems. Nevertheless, there may be unanticipated security risks associated with this move. Using LLMs to power networks may pose certain risks, which this paper examines. It stresses the need of doing research and developing remedies immediately. It is a challenging but vital job to secure large language models in a power monitoring context. Through the implementation of thorough security measures, the promotion of a security-conscious culture, and the continuous monitoring of new threats while technologies, we may maximize the benefits of LLMs while minimizing their hazards. It is our duty as information security experts to pioneer this new field and make sure that our security protocols adapt to the increasing sophistication of our AI systems. Security flaws in LLM that allow rapid injection attacks are among the most critical ones. These types of attacks take advantage of LLMs' fundamental features by deliberately feeding them data that will cause them to operate in an unexpected way or leak private information. Many LLMs have seen extensive usage with the introduction of commercially accessible systems like ChatGPT. One crucial area of cybersecurity that is seeing a rise in the use of LLMs is power monitoring systems. It is critical to safeguard these systems against cyber-attacks since they are essential for the stability of society and the nation's energy supply. In order to keep these systems resilient and reliable, it is essential to detect unexpected vulnerabilities, especially zero-day attacks. One potential way to improve these detection capabilities is via LLMs. It integrates power-system standards and threat intelligence with traditional anomaly detection, LLM-assisted reasoning over code/configs/logs, and protocol-aware telemetry. In order to uncover undisclosed power monitoring system weaknesses, we used models with LSTM with GRU. Since these models are masters of sequential data analysis, they are ideal for this job. Sequential data includes things like sensor readings, system logs, and network traffic. By identifying unusual activity that differs from typical system operation, LSTMs and GRUs are able to discover new, ""zero-day"" vulnerabilities, in contrast to conventional security technologies that depend on predetermined attack signatures. Here, we built an LLM model using TinyLlama Chat 1.1. The LLM takes the processed packet data and the extracted context as input and outputs a user-friendly summary of the packet file. Through the use of machine learning models, the program provides a concise, well-organized, and straightforward overview of the network's operations.",https://doi.org/10.31449/inf.v50i11.9604,OpenAlex,open source intelligence,discovery,0.0,0.0,State Grid Corporation of China (China); Northeastern University; Tsinghua Sichuan Energy Internet Research Institute,9428,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,87.5,45.88,Quality uncertain or moderate,human review
"01 | INTEGRATED STRATEGIES FOR PLASTIC MANAGEMENT: MONITORING, BIOLOGICAL IMPACT, AND CIRCULAR PERSPECTIVES ROUND TABLE REPORT",Società Italiana di Biologia Sperimentale,2026.0,Journal of Biological Research - Bollettino della Società Italiana di Biologia Sperimentale,10.4081/jbr.2026.15580,"Introduction The PLASTAMINATION Congress held on 13 February 2026 at the University of Palermo, convened a multidisciplinary panel of experts to address the escalating challenge of micro- and nanoplastic (MNP) contamination. Characterized during the session as a silent invasion MNP pollution represents a systemic threat that bridges environmental degradation and human pathology. This round table synthesized perspectives on the entire plastic lifecycle: from urban point sources and regional monitoring to ecotoxicological risks and advanced materials engineering. The discussion underscored that the traditional conceptual boundary between the environment and the human organism is no longer sustainable, necessitating a coordinated scientific and institutional response grounded in the One Health framework. Science communication and public responsibility The round table opened with a reflection on the role of science communication and public responsibility, moderated by Giorgia Görner Enrile, journalist for SciliaMedica.it and ilSicilia.it, who framed the discussion around the relationship between scientific knowledge, information, and society. Communicating health today means more than sharing scientific results, because communication itself carries an ethical responsibility toward society. The III PLASTAMINATION Conference 2026 and the project PLASTAMINATION Poly (Lactic Acid) plastics contamination therefore address not only the issue of plastic and MNP contamination, but also the way scientific evidence reaches the public and the effects it may generate in terms of trust, fear, or awareness. The One Health perspective reminds us that environmental, animal, and human health remain deeply interconnected, but it also highlights the responsibility involved in communicating these topics, since scientific data and research findings can easily enter public debate and sometimes become instrumentalized within environmental, social, or political narratives. Public discussion does not necessarily represent a problem, but difficulties arise when the complexity of scientific research becomes reduced to simplified messages or slogans. This dynamic becomes even more evident within the contemporary information ecosystem, where media attention often focuses on headlines rather than on scientific context, while information increasingly circulates through social networks whose visibility mechanisms depend more on algorithms than on the reliability of sources. In this environment, communication about health and environmental risks should not only inform but also encourage critical thinking, helping people recognize reliable information and distinguish between evidence, interpretation, and sensationalism. Transparency therefore plays a crucial role in scientific and institutional communication, but transparency does not mean oversimplification or reassurance at any cost, since trust grows from clarity and from the recognition of the limits that accompany scientific knowledge. Environmental monitoring and infrastructure vulnerabilities Effective mitigation of marine plastic pollution begins with robust environmental surveillance and standardized monitoring programmes. Dr. Salvatore Campanella and Dr. Alessandro Aglialoro, ARPA Sicilia, presented the environmental monitoring activities carried out by the regional agency within the framework of the Marine Strategy Framework Directive (MSFD, Directive 2008/56/EC). This European policy instrument aims to achieve and maintain the Good Environmental Status (GES) of marine waters through coordinated monitoring systems implemented by Member States and supported in Italy by the Ministry for the Environment, ISPRA, and the National System for Environmental Protection (SNPA). Within this framework, ARPA Sicilia conducts periodic monitoring campaigns in coastal and offshore waters using standardized sampling protocols. These surveys include the collection and analysis of seawater, marine sediments, and biological matrices (biota) in order to assess environmental quality and detect the presence of anthropogenic contaminants. Monitoring activities also address the distribution of marine litter and microplastics, including the assessment of floating debris, beached litter, and microplastic particles in the water column and sediments, as required by the indicators of Descriptor 10 (Marine Litter) of the Marine Strategy. The data generated through these monitoring programmes contribute to national and European environmental reporting systems and support the scientific assessment of the ecological status of the Mediterranean Sea. These datasets provide an essential basis for environmental policy, risk assessment, and the development of mitigation strategies at both national and European levels. In addition to monitoring activities, ARPA Sicilia participates in international scientific cooperation initiatives and promotes environmental education and awareness programmes, including outreach activities aimed at schools and local communities, with the objective of increasing public understanding of marine pollution and fostering sustainable environmental practices. However, the urban origin of plastic contaminants remains a critical factor in their transfer to aquatic environments. Prof. Michele Torregrossa (University of Palermo) highlighted the dual role of wastewater treatment plants (WWTPs) in the environmental dynamics of microplastic pollution. On the one hand, conventional wastewater treatment processes, including primary sedimentation, biological treatment, and secondary clarification, together with advanced technologies such as membrane bioreactors (MBRs), are capable of removing a substantial fraction of microplastics from treated effluents. Several studies report removal efficiencies frequently exceeding 90% for larger microplastic particles, although efficiency depends on particle size and plant configuration. On the other hand, WWTPs act as accumulation points for microplastics, since most of the particles retained during treatment are transferred to sewage sludge. This creates a secondary environmental concern, particularly when sludge is reused in agriculture or disposed of in landfills, potentially reintroducing microplastics into terrestrial ecosystems. The situation may be further exacerbated by extreme weather events associated with climate change. During intense rainfall, combined sewer systems may generate Combined Sewer Overflows (CSOs), temporarily bypassing wastewater treatment plants and discharging untreated wastewater directly into receiving water bodies. Under these conditions, several studies have reported that microplastic concentrations in urban runoff and CSO discharges can be up to 5 or 10 times higher than those measured in treated wastewater effluents. This increase is mainly related to the wash-off of urban surfaces, the mobilization of plastic particles accumulated within sewer networks, and the resuspension of sediments during high-flow conditions. These findings highlight the need for integrated management strategies addressing both urban wastewater infrastructure and plastic pollution mitigation, in order to reduce the transfer of microplastics from urban systems to aquatic environments. Biological risks From Ecotoxicology to Human Health The transition of plastics from environmental matrices to biological tissues was a central theme. Prof. Federica Scalia (UniKore) presented evidence regarding the invisible risks of biodegradable polymers, specifically Polylactic Acid (PLA). Utilizing the zebrafish model, her research demonstrated that PLA nanoplastics can bioaccumulate in zebrafish, especially in the gastrointestinal system, within 120 hours post-fertilization. These exposures were linked to significant gene expression alterations, specifically in cellular stress markers, suggesting that eco-friendly alternatives require rigorous toxicological scrutiny during embryonic development. These findings resonate with the human health perspectives shared by Prof. Stefania D’Angelo (Parthenope University of Naples). MNPs have shifted from being external contaminants to internal systemic constituents, detected in the lungs, liver, placenta, and brain. The discussion detailed how MNPs trigger oxidative stress, chronic inflammation, and the disruption of critical biological barriers. Of particular clinical concern is the presence of MNPs within atherosclerotic plaques, which is increasingly associated with a higher risk of major cardiovascular events, and their potential role in neuroinflammatory processes related to dementia. Circular solutions and materials science To counter these threats, the panel explored resilient technological pathways. Prof. Annamaria Visco (University of Messina), principal investigator of the European LIFE RESTART project, presented an applied model of circular economy in the field of polymeric materials, based on the valorization of agro-industrial by-products and their integration into biodegradable polymer matrices. The project, funded under the LIFE Programme of the European Union, aims to develop sustainable composite materials obtained from residual biomass derived from agricultural and agro-industrial supply chains, contributing to the reduction of fossil-based raw materials and promoting new circular production models. The research activities carried out by the University of Messina research group have led to the development of polymeric biocomposites obtained by incorporating plant residues and agro-industrial by-products into biodegradable matrices. This approach allows the valorization of organic waste streams, transforming them into high-value materials, while simultaneously reducing the environmental impact associated with conventional plastic production. A key element of the project is the establishment of the “Fabbrica Zero” pilot plant in Roccavaldina (Messina), a demonstration facility designed to transfer laborato",https://doi.org/10.4081/jbr.2026.15580,OpenAlex,open source investigation,discovery,0.0,0.0,University of Palermo,10383,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,100.0,49.0,Quality uncertain or moderate,human review
Exploring the Applications of Machine Learning in Achieving Cyber Security,Dr. Som Gupta,2026.0,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19760683,"Cybersecurity has become a very challenging and an important aspect to be dealt with as almost everyone has access to the internet, and a computing device like Computers, Mobile Phones, Tablets, etc. Right from internet banking to commerce to entertainment to food services, almost every domain of life has been transformed because of the emergence of the internet. Automatic ways to predict the probability of cyber crime to happen, can help prevent the cybercrime and thus ensure the safe usage of the internet and other services. The emergence of Artificial intelligence and machine learning techniques have improved the chances of predicting the complicated threats on time. This paper discusses the use of Machine Learning and Deep Learning technologies to achieve cybersecurity in terms of detection of network intrusion, analysis of ransomware, malware detection, malicious file detection, system anomalies, security analysis, threat detections, unveiling phishing attacks, digital forensics, etc. The paper also discusses the challenges in implementing machine learning techniques for efficient implementation of use cases for cybersecurity. The paper discusses the datasets available and the future scope implementing artificial intelligence based techniques for increasing cyber security.",https://doi.org/10.5281/zenodo.19760683,OpenAlex,cybersecurity,discovery,0.0,0.0,Dr. A.P.J. Abdul Kalam Technical University,10439,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,100.0,49.0,Quality uncertain or moderate,human review
A Study of Axis Bank Impact of Cyber Fraud on Banks and Customers,Gokul M; Dr. D. Yamuna,2026.0,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem61174,"ABSTRACT - This study focuses on understanding that reality through the lens of Axis Bank, one of India's largest and most digitally advanced private sector banks. With over 80 million customers and a deep commitment to technology-driven banking, Axis Bank represents both the promise of digital finance and its vulnerabilities. The central aim of this research is to examine the nature and extent of cyber fraud affecting Axis Bank and its customers, evaluate the effectiveness of the bank's existing security and fraud prevention mechanisms, and assess the awareness levels of customers who increasingly serve as the first — and often last — line of defence against cybercriminals. The study adopts a descriptive research design. Primary data was collected from 184 respondents, comprising Axis Bank customers from Porur, Chennai, through a structured questionnaire covering demographics, fraud experiences, awareness levels, and perceptions of the bank's response. Secondary data was sourced from RBI publications, academic journals, bank annual reports, and regulatory guidelines. Statistical tools including Chi-square test, ANOVA, Pearson's Correlation Coefficient, and regression analysis were applied to test the research hypotheses and draw meaningful conclusions. The findings paint a clear picture: phishing, UPI fraud, and OTP-based scams are the most frequently encountered forms of cybercrime among Axis Bank customers. A significant negative correlation was identified between customer awareness and fraud victimisation — the more informed a customer, the less likely they are to fall victim. ANOVA results revealed notable variation in financial losses across different income groups, suggesting that the economic impact of cyber fraud is not uniform across the customer base. While Axis Bank has invested considerably in multi-layered cybersecurity protocols and real-time fraud detection systems, the research uncovers persistent gaps — particularly in customer education and digital literacy — that continue to leave end-users exposed. This research contributes to the growing body of academic literature on cybersecurity in Indian banking and offers practical, evidence-based insights for banking professionals, policymakers, and cybersecurity practitioners working to build a safer digital financial ecosystem. Key Words: Risk Management, Profitability, Financial Performance, Risk Mitigation, Strategic Decision-Making, Financial Resilience, Risk Framework, Earnings Stability, Corporate Governance, Uncertainty Management Keywords: Cyber Fraud, Digital Banking, Axis Bank, Phishing, UPI Fraud, Customer Awareness, Cybersecurity, OTP Fraud, Financial Loss, Banking Security",https://doi.org/10.55041/ijsrem61174,OpenAlex,cybersecurity,discovery,0.0,0.0,Sathyabama Institute of Science and Technology,10442,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,87.5,45.88,Quality uncertain or moderate,human review
The Evolution of Ransomware: A Technical Analysis of Attack Vectors and Propagation Mechanisms (2015-2025),Vishwas Gowda. R; Vipul Gupta; Thatte Pavan Kumar,2026.0,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19760677,"Abstract—Over the past decade, ransomware has grown into attackers gradually started using stronger encryption algorithms one of the most serious threats in the field of cybersecurity. This such as AES and RSA, making it extremely difficult to recover paper provides a technical analysis of how ransomware has encrypted data without paying a ransom. At the same time, the evolved between 2015 and 2025. By reviewing information from research papers, security reports, and threat intelligence sources, the study traces the shift from simple, automated attacks to more advanced, targeted operations often known as ""Big Game Hunting."" Hunting."" The findings show a clear change in how attacks are carried out. Today's ransomware attacks exploit multiple entry points, Earlier ransomware mainly relied on mass phishing and self- including weak credentials in Remote Desktop Protocol (RDP), spreading techniques, whereas modern attacks focus on exploiting vulnerabilities in Virtual Private Network (VPN) systems, and weak points such as Remote Desktop Protocol (RDP), Virtual unpatched software flaws [4], [6]. Attackers also use advanced Private Networks (VPNs), and newly discovered software techniques such as lateral movement, privilege escalation, and vulnerabilities. The study also highlights how attackers have moved from automated spreading methods to controlled, manual legitimate administrative tools to move within networks without approaches that allow deeper access into systems. being easily detected [10]. Reports from cybersecurity organizations [7], [11] suggest that ransomware operations have In addition, the paper examines how encryption and evasion become more structured, often following a Ransomware-as-a- techniques have improved over time. Modern ransomware often Service (RaaS) model, which allows attackers with limited uses partial or intermittent encryption to avoid detecti",https://doi.org/10.5281/zenodo.19760677,OpenAlex,cybersecurity,discovery,0.0,0.0,Jain University,10450,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,100.0,49.0,Quality uncertain or moderate,human review
The Missing Resources for Child Online Risk Detection,Ellie Prosser; Claudia Peersman; Matthew Edwards,2026.0,ACM Computing Surveys,10.1145/3806384,"Children’s daily use of the Internet exposes them to various online harms, which constitutes any online material or interactions that negatively impacts a child’s well-being. Parental controls and monitoring are often insufficient to mitigate these risks, and children without parental support are especially vulnerable. Consequently, there is motivation for developing automatic systems capable of detecting these risks. To create effective detection mechanisms requires suitable datasets, both to train machine learning systems and to evaluate their real-world effectiveness. To that end, this article employs a narrative review methodology to examine the availability and suitability of resources across four types of online risks posed to children: online grooming, cyberbullying, mental health, and extremism, radicalisation, and hate speech. Importantly, this article highlights a stark lack of data pertaining to children for these detection tasks, identifying a clear research gap. Additionally, we highlight important considerations for determining whether a resource is suitable for the detection task at hand and outline the limitations of currently available resources. By highlighting the deficiencies in both the availability and suitability of resources, our article calls for further research and development to bridge these gaps, offering actionable steps to advance the field and to ultimately ensure children’s safety online.",https://doi.org/10.1145/3806384,Crossref,online threats,discovery,,,,10589,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,62.5,50.62,Quality uncertain or moderate,human review
A review on machine learning techniques for secured cyber-physical systems in smart grid networks,Mohammad Kamrul Hasan; Rabiu Aliyu Abdulkadir; Shayla Islam; Thippa Reddy Gadekallu; Nurhizam Safie,2024.0,Energy Reports,10.1016/j.egyr.2023.12.040,,https://doi.org/10.1016/j.egyr.2023.12.040,OpenAlex citation chain,"Machine Learning: Algorithms, Real-World Applications and Research Directions",forward chaining,80.0,141.0,,11341,2026-04-28T15:13:06.340854+00:00,False,40.0,95.22,20.0,0.0,12.5,55.21,Quality uncertain or moderate,human review
Handling intrusion and DDoS attacks in Software Defined Networks using machine learning techniques,Javed Ashraf; Seemab Latif,2014.0,,10.1109/nsec.2014.6998241,,https://doi.org/10.1109/nsec.2014.6998241,OpenAlex citation chain,Software-Defined Networking: A Comprehensive Survey,forward chaining,118.0,30.0,,11351,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,12.5,50.12,Quality uncertain or moderate,human review
